pasta,wav,ingles
voice/multiclass/lmp1_runners,20-b.wav,LMP1 runners
voice/multiclass/lmp1_runners,20-c.wav,LMP1 runners
voice/multiclass/lmp1_runners,21-a.wav,LMP1 class cars
voice/multiclass/lmp1_runners,21-b.wav,LMP1 class cars
voice/multiclass/lmp1_runners,21-c.wav,LMP1 class cars
voice/multiclass/gt500,34-a.wav,GT500
voice/multiclass/gt500,34-b.wav,GT500
voice/multiclass/gt500,34-c.wav,GT500
voice/multiclass/gt500,36-a.wav,GT500
voice/multiclass/gt500,36-b.wav,GT500
voice/multiclass/gt500,36-c.wav,GT500
voice/multiclass/gt500,35-a.wav,GT500
voice/multiclass/gt500,35-b.wav,GT500
voice/multiclass/gt500,35-c.wav,GT500
voice/multiclass/slower_car_ahead_is_class_leader,1-a.wav,"slower car ahead, this is their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,1-b.wav,"slower car ahead, this is their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,1-c.wav,"slower car ahead, this is their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,2_male-a.wav,"slower class car ahead, he's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,2_male-b.wav,"slower class car ahead, he's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,2_male-c.wav,"slower class car ahead, he's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,5_male-a.wav,"slow car ahead, this guy's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,5_male-b.wav,"slow car ahead, this guy's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,5_male-c.wav,"slow car ahead, this guy's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,2-a.wav,"slower car ahead, it's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,2-b.wav,"slower car ahead, it's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,2-c.wav,"slower car ahead, it's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,3_male-a.wav,"slower car ahead, he's the class leader for these guys"
voice/multiclass/slower_car_ahead_is_class_leader,3_male-b.wav,"slower car ahead, he's the class leader for these guys"
voice/multiclass/slower_car_ahead_is_class_leader,3_male-c.wav,"slower car ahead, he's the class leader for these guys"
voice/multiclass/slower_car_ahead_is_class_leader,4_male-a.wav,"slower car ahead, this guy's the class leader"
voice/multiclass/slower_car_ahead_is_class_leader,4_male-b.wav,"slower car ahead, this guy's the class leader"
voice/multiclass/slower_car_ahead_is_class_leader,4_male-c.wav,"slower car ahead, this guy's the class leader"
voice/multiclass/slower_car_ahead_is_class_leader,1_male-a.wav,"slower car ahead, this guy's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,1_male-b.wav,"slower car ahead, this guy's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,1_male-c.wav,"slower car ahead, this guy's their class leader"
voice/multiclass/slower_car_ahead_is_class_leader,3-a.wav,"slow car ahead, this is the leader for their class"
voice/multiclass/slower_car_ahead_is_class_leader,3-b.wav,"slow car ahead, this is the leader for their class"
voice/multiclass/slower_car_ahead_is_class_leader,3-c.wav,"slow car ahead, this is the leader for their class"
voice/multiclass/faster_car_behind_racing_player,2_male-a.wav,"there's a faster car behind, he's on our lap, we're not gonna get a blue flag"
voice/multiclass/faster_car_behind_racing_player,2_male-b.wav,"there's a faster car behind, he's on our lap, we're not gonna get a blue flag"
voice/multiclass/faster_car_behind_racing_player,2_male-c.wav,"there's a faster car behind, he's on our lap, we're not gonna get a blue flag"
voice/multiclass/faster_car_behind_racing_player,1_male-a.wav,"there's a faster car approaching, he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_racing_player,1_male-b.wav,"there's a faster car approaching, he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_racing_player,1_male-c.wav,"there's a faster car approaching, he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_racing_player,2-a.wav,"there's a faster car approaching, they're on our lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,2-b.wav,"there's a faster car approaching, they're on our lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,2-c.wav,"there's a faster car approaching, they're on our lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,4-a.wav,"there's a faster car behind, we're racing them for position so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,4-b.wav,"there's a faster car behind, we're racing them for position so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,4-c.wav,"there's a faster car behind, we're racing them for position so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,3_male-a.wav,"faster car approaching, he's racing us for position, don't expect a blue"
voice/multiclass/faster_car_behind_racing_player,3_male-b.wav,"faster car approaching, he's racing us for position, don't expect a blue"
voice/multiclass/faster_car_behind_racing_player,3_male-c.wav,"faster car approaching, he's racing us for position, don't expect a blue"
voice/multiclass/faster_car_behind_racing_player,1-a.wav,"faster car behind, they're racing us for position, there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,1-b.wav,"faster car behind, they're racing us for position, there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,1-c.wav,"faster car behind, they're racing us for position, there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player,3-a.wav,"faster car approaching, they're racing us for position - don't expect and blue flag"
voice/multiclass/faster_car_behind_racing_player,3-b.wav,"faster car approaching, they're racing us for position - don't expect and blue flag"
voice/multiclass/faster_car_behind_racing_player,3-c.wav,"faster car approaching, they're racing us for position - don't expect and blue flag"
voice/multiclass/faster_car_behind_racing_player,4_male-a.wav,"there's a faster car behind, he's racing us for position, I don't think we'll get a blue flag"
voice/multiclass/faster_car_behind_racing_player,4_male-b.wav,"there's a faster car behind, he's racing us for position, I don't think we'll get a blue flag"
voice/multiclass/faster_car_behind_racing_player,4_male-c.wav,"there's a faster car behind, he's racing us for position, I don't think we'll get a blue flag"
voice/multiclass/faster_car_behind_racing_player,5_male-a.wav,"faster car behind, he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_racing_player,5_male-b.wav,"faster car behind, he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_racing_player,5_male-c.wav,"faster car behind, he's racing us for position, don't expect a blue flag"
voice/multiclass/gt3_runners,8-a.wav,GT3 class cars
voice/multiclass/gt3_runners,8-b.wav,GT3 class cars
voice/multiclass/gt3_runners,8-c.wav,GT3 class cars
voice/multiclass/gt3_runners,7-a.wav,GT3 runners
voice/multiclass/gt3_runners,7-b.wav,GT3 runners
voice/multiclass/gt3_runners,7-c.wav,GT3 runners
voice/multiclass/gt3_runners,9-a.wav,GT3 cars
voice/multiclass/gt3_runners,9-b.wav,GT3 cars
voice/multiclass/gt3_runners,9-c.wav,GT3 cars
voice/multiclass/faster_cars_behind_inc_class_leader,3-a.wav,"there's faster cars approaching, the group includes the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,3-b.wav,"there's faster cars approaching, the group includes the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,3-c.wav,"there's faster cars approaching, the group includes the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,1-a.wav,"there's faster cars behind, along with the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,1-b.wav,"there's faster cars behind, along with the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,1-c.wav,"there's faster cars behind, along with the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,4-a.wav,"there's faster cars behind, this group includes their class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,4-b.wav,"there's faster cars behind, this group includes their class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,4-c.wav,"there's faster cars behind, this group includes their class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,2-a.wav,"there's faster cars approaching, this group includes the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,2-b.wav,"there's faster cars approaching, this group includes the class leader"
voice/multiclass/faster_cars_behind_inc_class_leader,2-c.wav,"there's faster cars approaching, this group includes the class leader"
voice/multiclass/same_class_as_us,5-a.wav,same as us
voice/multiclass/same_class_as_us,5-b.wav,same as us
voice/multiclass/same_class_as_us,5-c.wav,same as us
voice/multiclass/same_class_as_us,2-a.wav,same as us
voice/multiclass/same_class_as_us,2-b.wav,same as us
voice/multiclass/same_class_as_us,2-c.wav,same as us
voice/multiclass/same_class_as_us,1-a.wav,same class as us
voice/multiclass/same_class_as_us,1-b.wav,same class as us
voice/multiclass/same_class_as_us,1-c.wav,same class as us
voice/multiclass/same_class_as_us,6-a.wav,same as us
voice/multiclass/same_class_as_us,6-b.wav,same as us
voice/multiclass/same_class_as_us,6-c.wav,same as us
voice/multiclass/same_class_as_us,4-a.wav,same class as we are
voice/multiclass/same_class_as_us,4-b.wav,same class as we are
voice/multiclass/same_class_as_us,4-c.wav,same class as we are
voice/multiclass/same_class_as_us,8-a.wav,same as our class
voice/multiclass/same_class_as_us,8-b.wav,same as our class
voice/multiclass/same_class_as_us,8-c.wav,same as our class
voice/multiclass/same_class_as_us,3-a.wav,same as we are
voice/multiclass/same_class_as_us,3-b.wav,same as we are
voice/multiclass/same_class_as_us,3-c.wav,same as we are
voice/multiclass/same_class_as_us,7-a.wav,same as we are
voice/multiclass/same_class_as_us,7-b.wav,same as we are
voice/multiclass/same_class_as_us,7-c.wav,same as we are
voice/multiclass/gte,17-a.wav,GT-E
voice/multiclass/gte,17-b.wav,GT-E
voice/multiclass/gte,17-c.wav,GT-E
voice/multiclass/gte,18-a.wav,GT-E
voice/multiclass/gte,18-b.wav,GT-E
voice/multiclass/gte,18-c.wav,GT-E
voice/multiclass/gte,16-a.wav,GT-E
voice/multiclass/gte,16-b.wav,GT-E
voice/multiclass/gte,16-c.wav,GT-E
voice/multiclass/gt5_runners,4-a.wav,GT5 cars
voice/multiclass/gt5_runners,4-b.wav,GT5 cars
voice/multiclass/gt5_runners,4-c.wav,GT5 cars
voice/multiclass/gt5_runners,5-a.wav,GT5 runners
voice/multiclass/gt5_runners,5-b.wav,GT5 runners
voice/multiclass/gt5_runners,5-c.wav,GT5 runners
voice/multiclass/gt5_runners,6-a.wav,GT5 class cars
voice/multiclass/gt5_runners,6-b.wav,GT5 class cars
voice/multiclass/gt5_runners,6-c.wav,GT5 class cars
voice/multiclass/it_is_a_slower_class,3-a.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,3-b.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,3-c.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,5-a.wav,that's a slower class
voice/multiclass/it_is_a_slower_class,5-b.wav,that's a slower class
voice/multiclass/it_is_a_slower_class,5-c.wav,that's a slower class
voice/multiclass/it_is_a_slower_class,4-a.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,4-b.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,4-c.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,2-a.wav,that's a slower class
voice/multiclass/it_is_a_slower_class,2-b.wav,that's a slower class
voice/multiclass/it_is_a_slower_class,2-c.wav,that's a slower class
voice/multiclass/it_is_a_slower_class,1-a.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,1-b.wav,it's a slower class
voice/multiclass/it_is_a_slower_class,1-c.wav,it's a slower class
voice/multiclass/group4,54-a.wav,Group 4
voice/multiclass/group4,54-b.wav,Group 4
voice/multiclass/group4,54-c.wav,Group 4
voice/multiclass/group4,52-a.wav,Group 4
voice/multiclass/group4,52-b.wav,Group 4
voice/multiclass/group4,52-c.wav,Group 4
voice/multiclass/group4,53-a.wav,Group 4
voice/multiclass/group4,53-b.wav,Group 4
voice/multiclass/group4,53-c.wav,Group 4
voice/multiclass/tc2,67-a.wav,TC2
voice/multiclass/tc2,67-b.wav,TC2
voice/multiclass/tc2,67-c.wav,TC2
voice/multiclass/tc2,69-a.wav,TC2
voice/multiclass/tc2,69-b.wav,TC2
voice/multiclass/tc2,69-c.wav,TC2
voice/multiclass/tc2,68-a.wav,TC2
voice/multiclass/tc2,68-b.wav,TC2
voice/multiclass/tc2,68-c.wav,TC2
voice/multiclass/gt5,31-a.wav,GT5
voice/multiclass/gt5,31-b.wav,GT5
voice/multiclass/gt5,31-c.wav,GT5
voice/multiclass/gt5,32-a.wav,GT5
voice/multiclass/gt5,32-b.wav,GT5
voice/multiclass/gt5,32-c.wav,GT5
voice/multiclass/gt5,33-a.wav,GT5
voice/multiclass/gt5,33-b.wav,GT5
voice/multiclass/gt5,33-c.wav,GT5
voice/multiclass/you_are_being_caught_by_the_faster_cars,2-a.wav,you're being caught by the faster class
voice/multiclass/you_are_being_caught_by_the_faster_cars,2-b.wav,you're being caught by the faster class
voice/multiclass/you_are_being_caught_by_the_faster_cars,2-c.wav,you're being caught by the faster class
voice/multiclass/you_are_being_caught_by_the_faster_cars,4-a.wav,the faster class cars are catching
voice/multiclass/you_are_being_caught_by_the_faster_cars,4-b.wav,the faster class cars are catching
voice/multiclass/you_are_being_caught_by_the_faster_cars,4-c.wav,the faster class cars are catching
voice/multiclass/you_are_being_caught_by_the_faster_cars,5-a.wav,you're being caught by the faster class cars
voice/multiclass/you_are_being_caught_by_the_faster_cars,5-b.wav,you're being caught by the faster class cars
voice/multiclass/you_are_being_caught_by_the_faster_cars,5-c.wav,you're being caught by the faster class cars
voice/multiclass/you_are_being_caught_by_the_faster_cars,1-a.wav,you're being caught by the faster class cars
voice/multiclass/you_are_being_caught_by_the_faster_cars,1-b.wav,you're being caught by the faster class cars
voice/multiclass/you_are_being_caught_by_the_faster_cars,1-c.wav,you're being caught by the faster class cars
voice/multiclass/you_are_being_caught_by_the_faster_cars,3-a.wav,the faster class cars are catching you up
voice/multiclass/you_are_being_caught_by_the_faster_cars,3-b.wav,the faster class cars are catching you up
voice/multiclass/you_are_being_caught_by_the_faster_cars,3-c.wav,the faster class cars are catching you up
voice/multiclass/carrera_cup,70-a.wav,Carrera Cup
voice/multiclass/carrera_cup,70-b.wav,Carrera Cup
voice/multiclass/carrera_cup,70-c.wav,Carrera Cup
voice/multiclass/carrera_cup,72-a.wav,Carrera Cup
voice/multiclass/carrera_cup,72-b.wav,Carrera Cup
voice/multiclass/carrera_cup,72-c.wav,Carrera Cup
voice/multiclass/carrera_cup,71-a.wav,Carrera Cup
voice/multiclass/carrera_cup,71-b.wav,Carrera Cup
voice/multiclass/carrera_cup,71-c.wav,Carrera Cup
voice/multiclass/you_are_being_caught_by_the,1-a.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,1-b.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,1-c.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,7-a.wav,here come the
voice/multiclass/you_are_being_caught_by_the,7-b.wav,here come the
voice/multiclass/you_are_being_caught_by_the,7-c.wav,here come the
voice/multiclass/you_are_being_caught_by_the,8-a.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,8-b.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,8-c.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,5-a.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,5-b.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,5-c.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,2-a.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,2-b.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,2-c.wav,you're being caught by the
voice/multiclass/you_are_being_caught_by_the,3-a.wav,here come the
voice/multiclass/you_are_being_caught_by_the,3-b.wav,here come the
voice/multiclass/you_are_being_caught_by_the,3-c.wav,here come the
voice/multiclass/you_are_being_caught_by_the,4-a.wav,here come the
voice/multiclass/you_are_being_caught_by_the,4-b.wav,here come the
voice/multiclass/you_are_being_caught_by_the,4-c.wav,here come the
voice/multiclass/you_are_being_caught_by_the,6-a.wav,here come the
voice/multiclass/you_are_being_caught_by_the,6-b.wav,here come the
voice/multiclass/you_are_being_caught_by_the,6-c.wav,here come the
voice/multiclass/slower_cars_ahead_inc_class_leader,2-a.wav,"slower cars ahead, the class leader's up here"
voice/multiclass/slower_cars_ahead_inc_class_leader,2-b.wav,"slower cars ahead, the class leader's up here"
voice/multiclass/slower_cars_ahead_inc_class_leader,2-c.wav,"slower cars ahead, the class leader's up here"
voice/multiclass/slower_cars_ahead_inc_class_leader,1-a.wav,"you're coming up on some slower cars, including their class leader"
voice/multiclass/slower_cars_ahead_inc_class_leader,1-b.wav,"you're coming up on some slower cars, including their class leader"
voice/multiclass/slower_cars_ahead_inc_class_leader,1-c.wav,"you're coming up on some slower cars, including their class leader"
voice/multiclass/slower_cars_ahead_inc_class_leader,5-a.wav,"you're coming up on some slow cars, their class leader's in this group"
voice/multiclass/slower_cars_ahead_inc_class_leader,5-b.wav,"you're coming up on some slow cars, their class leader's in this group"
voice/multiclass/slower_cars_ahead_inc_class_leader,5-c.wav,"you're coming up on some slow cars, their class leader's in this group"
voice/multiclass/slower_cars_ahead_inc_class_leader,3-a.wav,"you're coming up on some slower cars, their class leader's in this group"
voice/multiclass/slower_cars_ahead_inc_class_leader,3-b.wav,"you're coming up on some slower cars, their class leader's in this group"
voice/multiclass/slower_cars_ahead_inc_class_leader,3-c.wav,"you're coming up on some slower cars, their class leader's in this group"
voice/multiclass/slower_cars_ahead_inc_class_leader,4-a.wav,"slow cars ahead, including the class leader"
voice/multiclass/slower_cars_ahead_inc_class_leader,4-b.wav,"slow cars ahead, including the class leader"
voice/multiclass/slower_cars_ahead_inc_class_leader,4-c.wav,"slow cars ahead, including the class leader"
voice/multiclass/groupc,49-a.wav,Group C
voice/multiclass/groupc,49-b.wav,Group C
voice/multiclass/groupc,49-c.wav,Group C
voice/multiclass/groupc,51-a.wav,Group C
voice/multiclass/groupc,51-b.wav,Group C
voice/multiclass/groupc,51-c.wav,Group C
voice/multiclass/groupc,50-a.wav,Group C
voice/multiclass/groupc,50-b.wav,Group C
voice/multiclass/groupc,50-c.wav,Group C
voice/multiclass/faster_car_behind_racing_player_is_class_leader,3-a.wav,"there's a faster car behind, it's their class leader but we're on the same lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,3-b.wav,"there's a faster car behind, it's their class leader but we're on the same lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,3-c.wav,"there's a faster car behind, it's their class leader but we're on the same lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,3_male-a.wav,"there's a faster car approaching, this guy's class leader but he's racing us for position, we won't get a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,3_male-b.wav,"there's a faster car approaching, this guy's class leader but he's racing us for position, we won't get a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,3_male-c.wav,"there's a faster car approaching, this guy's class leader but he's racing us for position, we won't get a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,4_male-a.wav,"there's a faster car approaching, we're not gonna get a blue flag here, he's on our lap, he's the class leader"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,4_male-b.wav,"there's a faster car approaching, we're not gonna get a blue flag here, he's on our lap, he's the class leader"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,4_male-c.wav,"there's a faster car approaching, we're not gonna get a blue flag here, he's on our lap, he's the class leader"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,1-a.wav,"there's a faster car behind, it's their class leader but we're racing for position for there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,1-b.wav,"there's a faster car behind, it's their class leader but we're racing for position for there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,1-c.wav,"there's a faster car behind, it's their class leader but we're racing for position for there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,2-a.wav,"there's a faster car approaching, it's their class leader but we're on the same lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,2-b.wav,"there's a faster car approaching, it's their class leader but we're on the same lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,2-c.wav,"there's a faster car approaching, it's their class leader but we're on the same lap so there'll be no blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,1_male-a.wav,"there's a faster car behind, he's the class leader but he's racing you for position, you won't get a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,1_male-b.wav,"there's a faster car behind, he's the class leader but he's racing you for position, you won't get a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,1_male-c.wav,"there's a faster car behind, he's the class leader but he's racing you for position, you won't get a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,2_male-a.wav,"there's a faster car behind, this guy's the class leader but he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,2_male-b.wav,"there's a faster car behind, this guy's the class leader but he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_racing_player_is_class_leader,2_male-c.wav,"there's a faster car behind, this guy's the class leader but he's racing us for position, don't expect a blue flag"
voice/multiclass/faster_car_behind_is_class_leader,2_op_prefix_ok_male-a.wav,"there's a faster car bearing down on you, he's the class leader"
voice/multiclass/faster_car_behind_is_class_leader,2_op_prefix_ok_male-b.wav,"there's a faster car bearing down on you, he's the class leader"
voice/multiclass/faster_car_behind_is_class_leader,2_op_prefix_ok_male-c.wav,"there's a faster car bearing down on you, he's the class leader"
voice/multiclass/faster_car_behind_is_class_leader,4-a.wav,the class leader from a faster class is behind
voice/multiclass/faster_car_behind_is_class_leader,4-b.wav,the class leader from a faster class is behind
voice/multiclass/faster_car_behind_is_class_leader,4-c.wav,the class leader from a faster class is behind
voice/multiclass/faster_car_behind_is_class_leader,1_op_prefix_ok-a.wav,"faster car approaching, it's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,1_op_prefix_ok-b.wav,"faster car approaching, it's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,1_op_prefix_ok-c.wav,"faster car approaching, it's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,6_male-a.wav,"faster car approaching, this guy's the class leader"
voice/multiclass/faster_car_behind_is_class_leader,6_male-b.wav,"faster car approaching, this guy's the class leader"
voice/multiclass/faster_car_behind_is_class_leader,6_male-c.wav,"faster car approaching, this guy's the class leader"
voice/multiclass/faster_car_behind_is_class_leader,4-a.wav,the class leader from a faster class is behind
voice/multiclass/faster_car_behind_is_class_leader,4-b.wav,the class leader from a faster class is behind
voice/multiclass/faster_car_behind_is_class_leader,4-c.wav,the class leader from a faster class is behind
voice/multiclass/faster_car_behind_is_class_leader,3_male-a.wav,"there's a faster car behind, he's class leader"
voice/multiclass/faster_car_behind_is_class_leader,3_male-b.wav,"there's a faster car behind, he's class leader"
voice/multiclass/faster_car_behind_is_class_leader,3_male-c.wav,"there's a faster car behind, he's class leader"
voice/multiclass/faster_car_behind_is_class_leader,1_male-a.wav,"faster car behind, this guy's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,1_male-b.wav,"faster car behind, this guy's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,1_male-c.wav,"faster car behind, this guy's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,3-a.wav,"there's a faster car bearing down on you, it's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,3-b.wav,"there's a faster car bearing down on you, it's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,3-c.wav,"there's a faster car bearing down on you, it's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,2-a.wav,"there's a faster car behind, this is their class leader"
voice/multiclass/faster_car_behind_is_class_leader,2-b.wav,"there's a faster car behind, this is their class leader"
voice/multiclass/faster_car_behind_is_class_leader,2-c.wav,"there's a faster car behind, this is their class leader"
voice/multiclass/faster_car_behind_is_class_leader,5_male-a.wav,"faster car approaching, this guy's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,5_male-b.wav,"faster car approaching, this guy's their class leader"
voice/multiclass/faster_car_behind_is_class_leader,5_male-c.wav,"faster car approaching, this guy's their class leader"
voice/multiclass/tc2_runners,9-a.wav,TC2 class cars
voice/multiclass/tc2_runners,9-b.wav,TC2 class cars
voice/multiclass/tc2_runners,9-c.wav,TC2 class cars
voice/multiclass/tc2_runners,7-a.wav,TC2 cars
voice/multiclass/tc2_runners,7-b.wav,TC2 cars
voice/multiclass/tc2_runners,7-c.wav,TC2 cars
voice/multiclass/tc2_runners,8-a.wav,TC2 runners
voice/multiclass/tc2_runners,8-b.wav,TC2 runners
voice/multiclass/tc2_runners,8-c.wav,TC2 runners
voice/multiclass/lmp2_runners,23-a.wav,LMP2 class cars
voice/multiclass/lmp2_runners,23-b.wav,LMP2 class cars
voice/multiclass/lmp2_runners,23-c.wav,LMP2 class cars
voice/multiclass/lmp2_runners,24-a.wav,LMP2 cars
voice/multiclass/lmp2_runners,24-b.wav,LMP2 cars
voice/multiclass/lmp2_runners,24-c.wav,LMP2 cars
voice/multiclass/lmp2_runners,22-a.wav,LMP2 runners
voice/multiclass/lmp2_runners,22-b.wav,LMP2 runners
voice/multiclass/lmp2_runners,22-c.wav,LMP2 runners
voice/multiclass/slower_cars_ahead_fighting,1_op_prefix_ok-a.wav,"you're approaching some slower cars, these guys are fighting for position"
voice/multiclass/slower_cars_ahead_fighting,1_op_prefix_ok-b.wav,"you're approaching some slower cars, these guys are fighting for position"
voice/multiclass/slower_cars_ahead_fighting,1_op_prefix_ok-c.wav,"you're approaching some slower cars, these guys are fighting for position"
voice/multiclass/slower_cars_ahead_fighting,2_op_prefix_ok-a.wav,"there's a group of slower cars ahead, these guys are busy fighting each other"
voice/multiclass/slower_cars_ahead_fighting,2_op_prefix_ok-b.wav,"there's a group of slower cars ahead, these guys are busy fighting each other"
voice/multiclass/slower_cars_ahead_fighting,2_op_prefix_ok-c.wav,"there's a group of slower cars ahead, these guys are busy fighting each other"
voice/multiclass/slower_cars_ahead_fighting,4_op_prefix_ok-a.wav,"you're coming up on some slower cars, these guys are busy fighting, they might not notice you"
voice/multiclass/slower_cars_ahead_fighting,4_op_prefix_ok-b.wav,"you're coming up on some slower cars, these guys are busy fighting, they might not notice you"
voice/multiclass/slower_cars_ahead_fighting,4_op_prefix_ok-c.wav,"you're coming up on some slower cars, these guys are busy fighting, they might not notice you"
voice/multiclass/slower_cars_ahead_fighting,3_op_prefix_ok-a.wav,"slower cars ahead, these guys will be fighting for position, they might not see you"
voice/multiclass/slower_cars_ahead_fighting,3_op_prefix_ok-b.wav,"slower cars ahead, these guys will be fighting for position, they might not see you"
voice/multiclass/slower_cars_ahead_fighting,3_op_prefix_ok-c.wav,"slower cars ahead, these guys will be fighting for position, they might not see you"
voice/multiclass/slower_cars_ahead_fighting,5-a.wav,"slower cars ahead, these guys are scrapping for position, they might not see you"
voice/multiclass/slower_cars_ahead_fighting,5-b.wav,"slower cars ahead, these guys are scrapping for position, they might not see you"
voice/multiclass/slower_cars_ahead_fighting,5-c.wav,"slower cars ahead, these guys are scrapping for position, they might not see you"
voice/multiclass/gtc_runners,15-a.wav,GTC cars
voice/multiclass/gtc_runners,15-b.wav,GTC cars
voice/multiclass/gtc_runners,15-c.wav,GTC cars
voice/multiclass/gtc_runners,13-a.wav,GTC runners
voice/multiclass/gtc_runners,13-b.wav,GTC runners
voice/multiclass/gtc_runners,13-c.wav,GTC runners
voice/multiclass/gtc_runners,14-a.wav,GTC class cars
voice/multiclass/gtc_runners,14-b.wav,GTC class cars
voice/multiclass/gtc_runners,14-c.wav,GTC class cars
voice/multiclass/gtlm,24-a.wav,GTLM
voice/multiclass/gtlm,24-b.wav,GTLM
voice/multiclass/gtlm,24-c.wav,GTLM
voice/multiclass/gtlm,22-a.wav,GTLM
voice/multiclass/gtlm,22-b.wav,GTLM
voice/multiclass/gtlm,22-c.wav,GTLM
